color,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,genres,cast_total_facebook_likes,facenumber_in_poster,plot_keywords,language,country,content_rating,budget,title_year,actor_2_facebook_likes,aspect_ratio,movie_facebook_likes
'Color', '153', '16000', '11000', '13000', 'Adventure|Drama|War', '36741', '1', 'france|german|nazis|revenge|scalping', 'English', 'USA', 'R', '75000000', '2009', '11000', '2.35', '42000'
'Color', '142', '14000', '5000', '49000', 'Adventure|Comedy|Family|Fantasy', '64259', '1', '1990s|caught in a net|children|duel|hero', 'English', 'USA', 'PG', '70000000', '1991', '8000', '2.35', '13000'
'Color', '101', '420', '467', '12000', 'Action|Adventure', '16235', '0', 'army|greek mythology|hercules|king|mercenary', 'English', 'USA', 'PG-13', '100000000', '2014', '3000', '2.35', '21000'
'Color', '124', '212', '576', '13000', 'Action|Thriller', '16595', '0', 'airport|fuel|plane|police|terrorist', 'English', 'USA', 'R', '70000000', '1990', '982', '2.35', '0'
'Color', '117', '69', '1000', '10000', 'Action|Adventure|Crime|Thriller', '14486', '1', 'hostage|police|prison|swat team|training', 'English', 'USA', 'PG-13', '80000000', '2003', '1000', '2.35', '0'
'Color', '141', '488', '509', '10000', 'Fantasy|Mystery|Romance|Sci-Fi|Thriller', '11458', '1', 'death|dream|love|lynchian|reality', 'English', 'USA', 'R', '68000000', '2001', '834', '1.85', '0'
'Color', '110', '0', '559', '3000', 'Drama|Fantasy|Mystery|Thriller', '5609', '1', 'apartment|bedtime story|eagle|stuttering|swimming pool', 'English', 'USA', 'PG-13', '70000000', '2006', '579', '1.85', '0'
'Color', '109', '545', '727', '886', 'Action|Horror|Sci-Fi|Thriller', '3222', '0', 'alien|antarctica|predator|pyramid|satellite', 'English', 'USA', 'PG-13', '60000000', '2004', '766', '2.35', '0'
'Color', '88', '84', '1000', '1000', 'Animation|Comedy|Family|Fantasy|Music', '5227', '0', 'adidas|chipmunk|hospital|school|waste container', 'English', 'USA', 'PG', '75000000', '2009', '1000', '1.85', '2000'
'Color', '124', '130', '841', '4000', 'Action|Drama|History|War', '6181', '0', 'air cavalry|battle|major|soldier|vietnamese', 'English', 'USA', 'R', '75000000', '2002', '973', '2.35', '5000'
'Color', '119', '845', '992', '18000', 'Action|Thriller', '31782', '3', 'political thriller|politics|president|speaker of the house|u.s. president', 'English', 'USA', 'R', '70000000', '2013', '11000', '2.35', '45000'
'Color', '103', '906', '748', '1000', 'Action|Adventure|Sci-Fi|Thriller', '6207', '0', 'alien|captain|commander|conspiracy|planet', 'English', 'USA', 'PG', '58000000', '1998', '906', '2.35', '1000'
'Color', '116', '473', '464', '833', 'Action|Sci-Fi', '4001', '0', 'alien|extraterrestrial|invasion|marine|mission', 'English', 'USA', 'PG-13', '70000000', '2011', '697', '2.35', '25000'
'Color', '125', '13000', '883', '12000', 'Adventure|Drama|Fantasy', '16138', '0', 'dog saved from a fire|flashback|growing up|multiple narrators|traveling salesman', 'English', 'USA', 'PG-13', '70000000', '2003', '1000', '1.37', '26000'
'Color', '125', '0', '184', '443', 'Drama|Horror|Romance|Thriller', '1439', '1', 'blood|publisher|publishing house|werewolf|wolf', 'English', 'USA', 'R', '70000000', '1994', '277', '1.85', '0'
' Black and White', '146', '14000', '979', '25000', 'Drama|War', '46726', '1', 'barbed wire|british|cavalry|horse|world war one', 'English', 'USA', 'PG-13', '66000000', '2011', '19000', '2.35', '28000'
'Color', '118', '0', '559', '13000', 'Drama|War', '27674', '7', 'art|art expert|nazi stolen art|soldier|world war two', 'English', 'USA', 'PG-13', '70000000', '2014', '13000', '2.35', '34000'
'Color', '171', '0', '638', '2000', 'Adventure|Drama|Sci-Fi|Thriller', '4074', '0', 'alien|estranged couple|ocean|submarine|underwater', 'English', 'USA', 'PG-13', '69500000', '1989', '650', '2.35', '0'
'Color', '136', '0', '17', '903', 'Drama', '1579', '2', 'corporate greed|crisis|economy|greed|mentor', 'English', 'USA', 'PG-13', '70000000', '2010', '592', '2.35', '13000'
'Color', '92', '28', '423', '3000', 'Action|Drama|Fantasy|Horror|War', '5178', '1', 'death of wife|dracula|tarantula|turk|vampire', 'English', 'USA', 'PG-13', '70000000', '2014', '692', '2.35', '37000'
'Color', '116', '380', '774', '18000', 'Action|Thriller', '32563', '0', 'abduction|martial law|military|new york city|terrorist', 'English', 'USA', 'R', '70000000', '1998', '13000', '2.35', '0'
'Color', '127', '905', '271', '15000', 'Adventure|Family|Fantasy|Romance', '16034', '8', 'king|magic|one word title|pirate|village', 'English', 'UK', 'PG-13', '70000000', '2007', '588', '2.35', '15000'
'Color', '136', '218', '400', '11000', 'Adventure|Biography|Drama|History|War', '12226', '1', 'austria|dalai lama|himalaya|mountain|tibet', 'English', 'USA', 'PG-13', '70000000', '1997', '691', '2.35', '0'
'Color', '111', '2000', '244', '17000', 'Comedy|Drama', '18510', '2', 'best friend|friend|investigation|secret|two word title', 'English', 'USA', 'PG-13', '70000000', '2011', '1000', '2.35', '0'
'Color', '116', '541', '384', '12000', 'Action|Adventure|Comedy|Thriller', '12993', '2', 'cia|cia agent|terrorist|twin|twin brother', 'English', 'USA', 'PG-13', '70000000', '2002', '405', '2.35', '792'
'Color', '113', '43', '452', '12000', 'Action|Adventure|Horror|Sci-Fi', '13517', '0', 'commando unit|extra chromosome|first person shooter|special forces|teleportation', 'English', 'UK', 'R', '60000000', '2005', '585', '2.35', '0'
'Color', '97', '84', '150', '989', 'Action|Adventure|Comedy|Thriller', '1576', '1', 'boxer|espionage|spy|stealth|top secret', 'English', 'USA', 'PG-13', '70000000', '2002', '229', '1.37', '531'
'Color', '88', '24', '324', '5000', 'Action|Fantasy|Horror', '5861', '1', 'battle|cryogenics|detective|scientist|vampire', 'English', 'USA', 'R', '70000000', '2012', '327', '2.35', '24000'
'Color', '136', '163', '66', '394', 'Comedy|Drama|Musical|Romance', '712', '7', 'concert|love|music industry|panties|pole dancer', 'English', 'USA', 'PG-13', '75000000', '2012', '217', '2.35', '33000'
'Color', '125', '40', '407', '13000', 'Drama|War', '15916', '0', 'colonel|honor|lieutenant|pilot|racism', 'English', 'USA', 'R', '60000000', '2002', '787', '2.35', '997'
'Color', '116', '5', '748', '26000', 'Action|Crime|Thriller', '49608', '2', 'australia|death|mentor|revenge|secret society', 'English', 'UK', 'R', '35000000', '2011', '22000', '2.35', '17000'
'Color', '98', '323', '390', '1000', 'Action|Sci-Fi|Sport', '2763', '3', 'ball|blood|skating|song|year 2005', 'English', 'USA', 'R', '70000000', '2002', '841', '2.35', '584'
'Color', '91', '8', '298', '349', 'Action|Crime|Sci-Fi|Thriller', '1846', '1', 'blood splatter|camera shot from inside human body|combat|die hard scenario|fbi', 'English', 'USA', 'R', '70000000', '2002', '324', '2.35', '391'
'Color', '97', '13', '695', '11000', 'Action|Crime|Drama|Thriller', '13628', '0', 'dam|flood|money|police|sheriff', 'English', 'USA', 'R', '70000000', '1998', '893', '2.35', '815'
'Color', '95', '101', '443', '2000', 'Action|Adventure|Animation|Comedy|Crime|Family|Fantasy', '3734', '0', 'blood|body|egg|virus|white blood cell', 'English', 'USA', 'PG', '70000000', '2001', '509', '2.35', '2000'
'Color', '133', '0', '301', '26000', 'Action|Crime|Drama|Mystery|Thriller', '28129', '1', 'chinese|computer|cybercrime|hacker|one word title', 'English', 'USA', 'R', '70000000', '2015', '326', '2.35', '11000'
'Color', '106', '14', '582', '11000', 'Action|Adventure|Mystery|Sci-Fi|Thriller', '12871', '2', 'captain|pilot|reporter|robot|scientist', 'English', 'USA', 'PG', '70000000', '2004', '1000', '1.85', '0'
'Color', '116', '105', '246', '844', 'Crime|Mystery|Thriller', '1899', '1', 'drugs|murder|psychiatrist|scotland yard|sex', 'English', 'UK', 'R', '70000000', '2006', '729', '2.35', '764'
'Color', '115', '101', '585', '13000', 'Action|Crime|Mystery|Sci-Fi|Thriller', '15708', '1', 'cia agent|escape|muslim|prison|ship', 'English', 'USA', 'R', '50000000', '2013', '1000', '2.35', '34000'
'Color', '99', '212', '182', '576', 'Action|Adventure|Fantasy', '1520', '0', 'ancient greece|forbidden love|hercules|king|slavery', 'English', 'USA', 'PG-13', '70000000', '2014', '358', '2.35', '12000'
'Color', '124', '31', '497', '11000', 'Action|Drama|Thriller', '12556', '0', 'analyst|cia|nuclear bomb|nuclear weapons|russia', 'English', 'USA', 'PG-13', '68000000', '2002', '655', '2.35', '0'
'Color', '124', '171', '10000', '21000', 'Adventure|Drama|Fantasy|Romance', '52547', '3', 'friendship|graduation|revenge|vampire|werewolf', 'English', 'USA', 'PG-13', '68000000', '2010', '17000', '2.35', '29000'
'Color', '124', '0', '580', '22000', 'Crime|Drama|Thriller', '32871', '0', 'partner|running|scepter|surveillance|thief', 'English', 'USA', 'R', '68000000', '2001', '10000', '2.35', '0'
'Color', '87', '275', '975', '7000', 'Animation|Comedy|Family', '11608', '0', 'girl|minion|moon|pyramid|white picket fence', 'English', 'USA', 'PG', '69000000', '2010', '2000', '1.85', '31000'
'Color', '105', '29', '97', '584', 'Action|Comedy|Crime|Drama|Thriller', '1132', '1', 'bare breasts|breast|loan shark|subway|train', 'English', 'USA', 'R', '68000000', '1995', '220', '2.35', '617'
'Color', '125', '3000', '3000', '14000', 'Comedy', '30010', '0', 'baby|f word|fight|lawyer|marriage', 'English', 'USA', 'R', '68000000', '2015', '11000', '2.35', '30000'
'Color', '141', '448', '334', '614', 'Adventure|Drama|History|Romance', '1829', '2', 'christian|love|philosophy|prefect|slave', 'English', 'Spain', 'R', '70000000', '2009', '451', '2.35', '29000'
'Color', '121', '18', '776', '1000', 'Action|Comedy|Fantasy|Sci-Fi', '3986', '4', 'bowling|rajah|sphinx|spleen|superhero', 'English', 'USA', 'PG-13', '65000000', '1999', '855', '1.85', '0'
'Color', '111', '101', '681', '966', 'Comedy|Romance', '3393', '3', 'drugged food|female frontal nudity|male frontal nudity|male nudity|marriage', 'English', 'USA', 'R', '36000000', '2011', '919', '2.35', '10000'
'Color', '157', '0', '680', '14000', 'Biography|Drama|Thriller', '18216', '1', 'cbs|cbs news|research|tobacco|whistleblower', 'English', 'USA', 'R', '68000000', '1999', '826', '2.35', '0'
'Color', '128', '0', '135', '29000', 'Action|Drama|Thriller', '29824', '1', 'cia|jordan|middle east|spy|terrorist', 'English', 'USA', 'R', '70000000', '2008', '149', '2.35', '0'
'Color', '105', '335', '911', '3000', 'Action|Fantasy|Horror', '8281', '0', 'chopping down a tree|hanging upside down|shopkeeper|vampire|vampire hunter', 'English', 'USA', 'R', '69000000', '2012', '3000', '2.35', '98000'
'Color', '113', '36', '232', '537', 'Action|Crime|Romance|Thriller', '1302', '1', 'art thief|insurance|mask|master thief|reference to iron maiden', 'English', 'USA', 'PG-13', '66000000', '1999', '427', '2.35', '0'
'Color', '121', '38', '745', '940', 'Drama|Mystery|Sci-Fi|Thriller', '4230', '0', 'agent|alien|bomb|fbi|government', 'English', 'USA', 'PG-13', '66000000', '1998', '826', '2.35', '0'
'Color', '102', '4', '112', '14000', 'Action|Adventure|Fantasy|War', '14625', '0', '5th century|boy|capri|roman legion|soldier', 'English', 'UK', 'PG-13', '35000000', '2007', '394', '2.35', '0'
'Color', '169', '14000', '13000', '15000', 'Action|Drama|War', '44998', '2', 'army|invasion|killed in action|normandy|soldier', 'English', 'USA', 'R', '70000000', '1998', '14000', '1.85', '22000'
'Color', '132', '76', '464', '3000', 'Action|Crime|Drama|Thriller', '7081', '1', 'cross country|custom car|illegal street racing|police officer crushed|street racing', 'English', 'USA', 'PG-13', '66000000', '2014', '3000', '2.35', '32000'
'Color', '127', '278', '912', '2000', 'Comedy|Fantasy|Romance', '5838', '1', 'advertising|battle of the sexes|ex husband ex wife relationship|pantyhose|telepathy', 'English', 'USA', 'PG-13', '70000000', '2000', '955', '1.37', '0'
'Color', '103', '77', '835', '1000', 'Adventure|Animation|Comedy|Family', '5437', '0', 'baby|ice|ice age|sleeping|sloth', 'English', 'USA', 'PG', '59000000', '2002', '939', '1.85', '3000'
'Color', '136', '759', '354', '11000', 'Drama|Horror|Sci-Fi|Thriller', '12194', '1', 'alien|friend|maine|military|woods', 'English', 'USA', 'R', '68000000', '2003', '599', '2.35', '4000'
'Color', '150', '14000', '655', '23000', 'Biography|Drama|History|War', '25517', '0', 'cultural conflict|politics|president|slavery|u.s. president', 'English', 'USA', 'PG-13', '65000000', '2012', '826', '2.35', '71000'
'Color', '136', '0', '99', '18000', 'Action|Sci-Fi', '18563', '3', 'artificial reality|computer|matrix|questioning reality|simulated reality', 'English', 'USA', 'R', '63000000', '1999', '145', '2.35', '25000'
'Color', '140', '2000', '552', '15000', 'Adventure|Drama|History', '17171', '0', 'cape kennedy|news footage|reference to christopher columbus|rocket|trapped in space', 'English', 'USA', 'PG', '62000000', '1995', '968', '2.35', '5000'
'Color', '113', '719', '217', '605', 'Action|Sci-Fi', '1441', '0', 'ambiguous ending|false memory|implanted memory|memory|space colony', 'English', 'USA', 'R', '65000000', '1990', '308', '1.85', '0'
'Color', '104', '54', '775', '901', 'Comedy|Family|Fantasy', '5265', '0', 'christmas|magic|santa claus|son|toy', 'English', 'USA', 'G', '60000000', '2002', '857', '1.85', '1000'
'Color', '158', '0', '11000', '20000', 'Drama|Musical|Romance', '46204', '1', 'barricade|innkeeper|parole|rebellion|student', 'English', 'USA', 'PG-13', '61000000', '2012', '13000', '1.85', '144000'
'Color', '119', '0', '744', '15000', 'Comedy|Drama|Romance', '17768', '2', 'bookstore|competing businesses|instant messaging|new york city|shop owner', 'English', 'USA', 'PG', '65000000', '1998', '793', '1.85', '0'
'Color', '106', '285', '105', '8000', 'Comedy', '11264', '2', 'dream|friendship|karaoke|love|slacker', 'English', 'USA', 'R', '65000000', '2008', '3000', '2.35', '0'
'Color', '136', '258', '94', '12000', 'Action|Adventure|Comedy|Romance|Thriller|Western', '12396', '0', '19th century|california|revenge|training|zorro', 'English', 'USA', 'PG-13', '65000000', '1998', '174', '2.35', '0'
'Color', '95', '480', '490', '21000', 'Comedy|Drama', '23018', '3', 'actor|aspiring actor|birth|misadventure|suitcase', 'English', 'USA', 'R', '65000000', '2010', '561', '2.35', '25000'
'Color', '137', '11000', '465', '769', 'Biography|Drama|Sport|War', '2938', '0', 'emaciation|male nudity|plane crash|prisoner of war|torture', 'English', 'USA', 'PG-13', '65000000', '2014', '698', '2.35', '35000'
' Black and White', '130', '16000', '416', '16000', 'Action|Adventure|Thriller', '17771', '1', 'nasa|old age|satellite|space|space shuttle', 'English', 'USA', 'PG-13', '65000000', '2000', '495', '2.35', '0'
'Color', '124', '212', '369', '13000', 'Action|Adventure|Thriller', '15229', '1', 'money|mountain|rocky mountains|snow|suitcase', 'English', 'USA', 'R', '70000000', '1993', '730', '2.35', '0'
'Color', '108', '610', '461', '848', 'Action|Crime|Thriller', '2913', '2', 'captain|desert|major|park ranger|utah', 'English', 'USA', 'R', '50000000', '1996', '517', '2.35', '0'
'Color', '104', '226', '577', '13000', 'Comedy|Family|Fantasy', '16452', '1', 'altering history|cartoon on tv|childhood|image consultant|one two combo', 'English', 'USA', 'PG', '60000000', '2000', '718', '1.85', '0'
'Color', '129', '0', '625', '12000', 'Drama|History|Thriller', '14421', '0', 'based on true story|police|rescue|rubble|trapped', 'English', 'USA', 'PG-13', '63000000', '2006', '1000', '1.85', '0'
'Color', '117', '179', '403', '8000', 'Drama', '12850', '1', 'art|college|school|student|wellesley college', 'English', 'USA', 'PG-13', '65000000', '2003', '4000', '1.85', '0'
'Color', '99', '119', '174', '600', 'Comedy|Romance', '1375', '0', 'dictator|hotel|oil|overalls|sunglasses', 'English', 'USA', 'R', '65000000', '2012', '346', '2.35', '59000'
'Color', '159', '0', '521', '10000', 'Drama|Mystery|Thriller', '11424', '1', 'doctor|orgy|party|pianist|sexual fantasy', 'English', 'UK', 'R', '65000000', '1999', '580', '1.66', '10000'
'Color', '118', '87', '929', '2000', 'Comedy|Drama|Family|Musical', '4796', '6', 'billionaire|business tycoon|mayoral candidate|penthouse|reference to star trek', 'English', 'USA', 'PG', '65000000', '2014', '1000', '2.39', '16000'
'Color', '105', '43', '523', '10000', 'Comedy|Crime|Drama|Romance', '11943', '0', 'con artist|con man|deception|rivalry|seduction', 'English', 'USA', 'R', '50100000', '2015', '806', '1.85', '23000'
'Color', '103', '368', '520', '27000', 'Action|Comedy|Romance', '29808', '3', 'best friend|cia|cia agent|dating|undercover', 'English', 'USA', 'PG-13', '65000000', '2012', '1000', '2.35', '18000'
'Color', '122', '687', '957', '16000', 'Action|Adventure|Fantasy|Horror|Sci-Fi|Thriller', '19764', '0', 'blade|blood|dracula|vampire hunter|vampire slayer', 'English', 'USA', 'R', '65000000', '2004', '1000', '2.35', '0'
'Color', '143', '0', '210', '509', 'Comedy|Drama', '1409', '0', 'campaigning|candidate|election|governor|president', 'English', 'France', 'R', '65000000', '1998', '317', '2.35', '688'
'Color', '96', '545', '974', '14000', 'Action|Horror|Sci-Fi|Thriller', '17913', '0', 'corporation|fight|rescue|umbrella|zombie', 'English', 'Germany', 'R', '65000000', '2012', '1000', '2.35', '32000'
'Color', '111', '545', '805', '26000', 'Action|Sci-Fi|Thriller', '28643', '4', 'armored car|car|murder|prison|warden', 'English', 'USA', 'R', '45000000', '2008', '872', '2.35', '0'
'Color', '121', '212', '263', '394', 'Action|Crime|Drama|Mystery|Thriller', '1531', '2', 'amnesia|chase|foot chase|strong female character|vomiting', 'English', 'USA', 'R', '65000000', '1996', '380', '2.35', '4000'
'Color', '135', '138', '184', '324', 'Action|Drama|Thriller', '1013', '1', 'jungle|pipeline|prisoner|ransom|south america', 'English', 'USA', 'R', '65000000', '2000', '192', '2.35', '892'
'Color', '101', '4000', '539', '17000', 'Action|Adventure|Comedy|Family|Fantasy|Sci-Fi', '32232', '0', '2000s|coke|meeting future self|reference to spongebob squarepants|sony', 'English', 'USA', 'PG', '65000000', '2005', '14000', '1.85', '0'
'Color', '151', '21000', '637', '11000', 'Drama', '13209', '2', 'anti establishment|dark humor|fighting|multiple personality disorder|surprise ending', 'English', 'USA', 'R', '63000000', '1999', '783', '2.35', '48000'
'Color', '131', '368', '383', '11000', 'Drama|Sport', '12088', '0', 'coach|football|football team|marshall university|university', 'English', 'USA', 'PG', '65000000', '2006', '529', '2.35', '0'
'Color', '100', '36', '554', '13000', 'Action|Adventure|Comedy', '15944', '0', 'blackmail|burglar|critically bashed|leonardo da vinci|prison', 'English', 'USA', 'R', '70000000', '1991', '773', '1.85', '0'
'Color', '105', '0', '506', '975', 'Comedy|Crime', '3580', '1', 'celebrity|lottery|murder|snowmobile|weatherman', 'English', 'France', 'R', '65000000', '2000', '909', '1.85', '177'
'Color', '130', '2000', '25', '268', 'Crime|Drama', '450', '0', 'boy|character name in title|orphan|pickpocket|workhouse', 'English', 'UK', 'PG-13', '50000000', '2005', '85', '2.35', '0'
'Color', '100', '38', '1000', '3000', 'Action|Crime|Fantasy|Thriller', '7048', '0', 'assassin|battle|heroine|martial arts|spin off', 'English', 'Canada', 'PG-13', '43000000', '2005', '1000', '2.35', '0'
' Black and White', '102', '436', '6000', '23000', 'Action|Crime|Thriller', '49433', '3', 'box office flop|female frontal nudity|female rear nudity|jackpot|rescue', 'English', 'USA', 'R', '65000000', '2014', '13000', '1.85', '32000'
'Color', '133', '521', '970', '11000', 'Drama|Mystery|Romance', '16710', '1', 'death|plane crash|police|police sergeant|politician', 'English', 'USA', 'R', '64000000', '1999', '1000', '1.85', '295'
'Color', '121', '175', '221', '963', 'Adventure|Biography|Drama|History|Sport|Thriller', '2131', '0', 'blizzard|mount everest|mountain|mountain climbing|snow', 'English', 'UK', 'PG-13', '55000000', '2015', '580', '2.35', '40000'
'Color', '147', '670', '16', '177', 'Crime|Drama|Fantasy', '253', '0', '18th century|perfume|scent|sense of smell|smell', 'English', 'Germany', 'R', '50000000', '2006', '27', '2.35', '26000'
'Color', '94', '116', '481', '645', 'Action|Comedy|Crime', '2725', '2', 'fem bot|prison|seductive fembot|spy|time travel', 'English', 'USA', 'PG-13', '63000000', '2002', '522', '2.35', '0'
'Color', '94', '42', '668', '12000', 'Action|Animation|Comedy|Family|Sci-Fi', '23365', '1', 'betrayal|futuristic|gladiator|robot|scientist', 'English', 'Hong Kong', 'PG', '65000000', '2009', '9000', '2.35', '0'
'Color', '127', '14000', '191', '967', 'Adventure|Sci-Fi|Thriller', '2129', '0', 'dinosaur|jurassic park|survival|theme park|tyrannosaurus rex', 'English', 'USA', 'PG-13', '63000000', '1993', '610', '1.85', '19000'
'Color', '212', '759', '812', '2000', 'Adventure|Biography|Crime|Drama|Western', '5708', '0', 'historically inaccurate|name calling|penis slur|vomiting|wyatt earp', 'English', 'USA', 'PG-13', '63000000', '1994', '925', '2.35', '0'
'Color', '141', '176', '672', '11000', 'Action|Crime|Drama|Thriller', '14178', '1', 'cia|colombia|colombian drug cartel|drugs|president', 'English', 'USA', 'PG-13', '62000000', '1994', '913', '2.35', '0'
'Color', '103', '10', '7', '21', 'Action|Adventure|Drama|History', '58', '3', 'child fugitive|final battle|martial art|silk road|sword', 'Mandarin', 'China', 'R', '65000000', '2015', '18', '2.35', '0'
'Color', '98', '322', '723', '979', 'Comedy|Crime', '6334', '1', 'diamond|infant|parody|spoof|sports violence', 'English', 'USA', 'PG-13', '64000000', '2006', '862', '1.85', '0'
'Color', '116', '84', '563', '11000', 'Action|War', '14931', '0', 'battle|historically inaccurate|submarine movie|u boat|world war two', 'English', 'France', 'PG-13', '62000000', '2000', '919', '2.35', '0'
'Color', '114', '0', '452', '524', 'Comedy|Drama|Romance', '2668', '0', 'lobbyist|president|senator|state dinner|widower', 'English', 'USA', 'PG-13', '62000000', '1995', '517', '2.35', '0'
'Color', '87', '12', '645', '3000', 'Comedy|Romance|Sport', '6658', '6', 'bloopers during credits|bucket of popcorn|chastity belt|guru|toronto maple leafs', 'English', 'USA', 'PG-13', '62000000', '2008', '966', '2.35', '0'
'Color', '125', '11', '867', '11000', 'Action|Comedy|Crime|Thriller', '14536', '2', 'casino|elvis impersonator|gun|heist|rascal', 'English', 'USA', 'R', '42000000', '2001', '904', '2.35', '0'
'Color', '187', '16000', '1000', '46000', 'Crime|Drama|Mystery|Thriller|Western', '49912', '1', 'blizzard|blood vomiting|bounty hunter|murder|shot in the crotch', 'English', 'USA', 'R', '44000000', '2015', '1000', '2.76', '114000'
'Color', '93', '8', '970', '8000', 'Comedy|Sport', '13232', '2', 'competition|fight|ice|jock strap|nintendo game boy advance', 'English', 'USA', 'PG-13', '61000000', '2007', '1000', '1.85', '0'
'Color', '95', '25', '439', '989', 'Adventure|Animation|Comedy|Family|Fantasy', '2558', '0', 'drummer|easter|easter bunny|piaggio vespa gtv 250|slacker', 'English', 'USA', 'PG', '63000000', '2011', '664', '1.85', '0'
'Color', '117', '0', '447', '18000', 'Action|Drama|Fantasy|War', '32360', '0', 'battle|epic|greece|spartan|warrior', 'English', 'USA', 'R', '65000000', '2006', '13000', '2.35', '13000'
'Color', '106', '116', '708', '22000', 'Comedy|Romance', '24938', '6', 'bare butt|defecation|father in law son in law relationship|nurse|sexual innuendo in title', 'English', 'USA', 'PG-13', '80000000', '2004', '713', '1.85', '0'
'Color', '115', '64', '664', '2000', 'Comedy|Drama|Family', '4811', '0', 'box office hit|dog|dog movie|florida|pet name in title', 'English', 'USA', 'PG', '60000000', '2008', '899', '2.35', '11000'
'Color', '189', '0', '693', '15000', 'Crime|Drama|Fantasy|Mystery', '17716', '0', '1930s|death row inmate|healing|prison guard|southern u.s.', 'English', 'USA', 'R', '60000000', '1999', '745', '1.85', '30000'
'Color', '81', '10', '397', '925', 'Adventure|Animation|Comedy|Family|Sci-Fi', '2252', '0', 'alien invasion|chicken|fish|friend|panic', 'English', 'USA', 'G', '150000000', '2005', '729', '1.85', '912'
'Color', '149', '21000', '625', '835', 'Crime|Drama|Mystery|Thriller', '4348', '0', 'based on novel|disappearance|missing person|missing wife|murder suspect', 'English', 'USA', 'R', '61000000', '2014', '812', '2.35', '146000'
'Color', '119', '218', '73', '13000', 'Action|Mystery|Thriller', '13249', '1', 'amnesia|assassin|money|political thriller|three word title', 'English', 'USA', 'PG-13', '60000000', '2002', '147', '2.35', '0'
'Color', '130', '258', '345', '394', 'Action|Adventure|Thriller', '1784', '2', 'agent|cossack|official james bond series|russia|russian', 'English', 'UK', 'PG-13', '58000000', '1995', '387', '2.35', '0'
'Color', '116', '165', '475', '577', 'Drama|Mystery|Thriller', '2321', '0', 'army cid|cover up|military|murder|woman in military', 'English', 'USA', 'R', '95000000', '1999', '501', '2.35', '885'
'Color', '103', '608', '576', '2000', 'Comedy|Drama|Sci-Fi', '3698', '1', 'controlled environment|fictional reality show|hidden camera|innocence lost|simulated reality', 'English', 'USA', 'PG', '60000000', '1998', '617', '1.85', '18000'
'Color', '99', '59', '145', '770', 'Adventure|Animation|Biography|Drama|Family|Fantasy|Musical', '1195', '2', 'ancient egypt|hebrew|nudity|pharaoh|title directed by female', 'English', 'USA', 'PG', '70000000', '1998', '263', '1.85', '0'
'Color', '92', '41', '522', '1000', 'Comedy|Family', '4050', '1', 'bloopers during credits|breakfast cereal|department store ride|face painting|sponge bob square pants slippers', 'English', 'USA', 'PG', '60000000', '2003', '955', '1.85', '886'
'Color', '109', '175', '459', '18000', 'Action|Comedy|Crime|Drama|Thriller', '20148', '1', 'close up of breasts|female nudity|fugitive|money|undercover', 'English', 'USA', 'R', '61000000', '2013', '497', '2.35', '22000'
'Color', '87', '6', '405', '3000', 'Action|Comedy|Family|Fantasy', '4171', '0', 'cartoon on tv|cat|dog|scientist|secret agent', 'English', 'USA', 'PG', '60000000', '2001', '664', '1.85', '0'
'Color', '111', '473', '82', '26000', 'Action|Crime|Thriller', '35084', '6', 'gold|heist|revenge|traffic jam|venice italy', 'English', 'USA', 'PG-13', '60000000', '2003', '9000', '2.35', '0'
'Color', '101', '30', '268', '1000', 'Comedy|Romance', '2636', '2', 'developer|divorce|lawyer|love|new york city', 'English', 'USA', 'PG-13', '60000000', '2002', '976', '1.85', '0'
'Color', '83', '35', '754', '13000', 'Adventure|Animation|Comedy|Family', '25788', '0', 'ant|friend|princess|soldier|worker', 'English', 'USA', 'PG', '105000000', '1998', '11000', '1.85', '0'
'Color', '113', '0', '721', '4000', 'Comedy', '8172', '6', 'couple|island|marriage|tropical|voyeurism', 'English', 'USA', 'PG-13', '60000000', '2009', '722', '1.85', '0'
'Color', '107', '12000', '695', '10000', 'Action|Drama|Sport', '14006', '0', 'driver|hot shot|racing|stock car driver|team', 'English', 'USA', 'PG-13', '60000000', '1990', '3000', '2.35', '0'
'Color', '94', '163', '2000', '12000', 'Adventure|Comedy|Family', '20348', '6', 'children|competition|rival|second part|vacation', 'English', 'USA', 'PG', '60000000', '2005', '3000', '2.35', '781'
'Color', '132', '47', '240', '988', 'Action|Sci-Fi|Thriller', '2517', '0', 'desert|disease|escape|resistance|virus', 'English', 'USA', 'PG-13', '61000000', '2015', '960', '2.35', '24000'
'Color', '140', '708', '745', '11000', 'Drama|Romance', '20440', '1', 'divorce|emotional balance|female protagonist|indonesia|inner peace', 'English', 'USA', 'PG-13', '60000000', '2010', '8000', '1.85', '26000'
'Color', '125', '420', '627', '12000', 'Comedy|Drama|Fantasy|Romance', '16646', '1', 'bowling|christmas|parallel universe|salesman|unfaithfulness', 'English', 'USA', 'PG-13', '60000000', '2000', '3000', '2.35', '0'
'Color', '111', '124', '357', '13000', 'Action|Comedy|Crime|Thriller', '24928', '4', 'cia|female assassin|interrogation|office cubicle|spy', 'English', 'USA', 'PG-13', '58000000', '2010', '11000', '2.35', '32000'
'Color', '156', '0', '1000', '14000', 'Drama|Sport', '20761', '5', 'breasts|coach|football|in medias res|vomiting', 'English', 'USA', 'R', '55000000', '1999', '2000', '2.35', '0'
